id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
619577,3,0,30y+,university,upper class,0.688568719,1,after 2015,0,1,92101,11000.0,sedan,2,0,0,Disc,30%,Medium,1,1,70,Normal,4 car length,0.6,0
212678,3,0,20-29y,university,upper class,0.700017432,1,after 2015,0,1,32765,13000.0,sedan,1,0,1,Drum,70%,Low,1,0,70,Aggressive,3 car length,0.6,0
579720,1,1,10-19y,university,working class,0.449588631,0,before 2015,0,1,10238,,sports car,0,0,1,Drum,50%,Medium,0,0,40,Conservative,2 car length,0.5,1
995884,2,0,20-29y,university,upper class,0.690045582,1,after 2015,1,0,10238,11000.0,sedan,2,1,1,Disc,30%,High,1,0,85,Normal,3 car length,0.6,0
226326,2,0,10-19y,university,working class,0.496029873,1,after 2015,0,0,10238,13000.0,sedan,0,0,1,Drum,10%,Low,0,0,70,Conservative,2 car length,0.5,0
943922,1,1,10-19y,university,upper class,0.656345763,0,after 2015,1,1,32765,6000.0,sedan,8,0,0,Drum,10%,Medium,1,0,90,Aggressive,1 car length,0.6,0
510116,2,1,0-9y,high school,middle class,0.498356626,1,after 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,30%,Medium,1,1,70,Conservative,4 car length,0.7,0
536546,0,0,0-9y,university,middle class,0.546382543,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,Drum,50%,Low,0,0,90,Normal,4 car length,0.7,0
75592,2,0,10-19y,high school,working class,0.315862877,1,before 2015,0,1,10238,11000.0,sedan,0,0,1,Drum,70%,High,0,0,85,Conservative,1 car length,0.6,0
487116,1,1,10-19y,none,working class,0.530064317,1,before 2015,0,0,10238,,sedan,1,0,2,Drum,10%,Low,0,0,70,Aggressive,3 car length,0.5,1
936820,1,0,10-19y,high school,working class,0.357839172,1,before 2015,0,1,32765,12000.0,sedan,1,0,0,Drum,90%,High,0,0,90,Aggressive,4 car length,0.6,1
634050,3,1,10-19y,university,upper class,0.672756053,1,after 2015,1,1,10238,9000.0,sedan,1,0,2,Drum,70%,Medium,0,1,85,Normal,4 car length,1.0,0
307397,2,1,20-29y,university,upper class,0.741999376,1,after 2015,0,1,10238,,sedan,2,0,2,Disc,70%,Medium,0,1,70,Conservative,1 car length,0.7,0
558748,3,0,30y+,university,upper class,0.622651979,1,after 2015,1,1,10238,11000.0,sedan,1,0,0,Disc,70%,High,0,1,70,Normal,2 car length,0.7,0
856630,0,0,0-9y,high school,middle class,0.480140668,0,after 2015,0,0,32765,14000.0,sedan,0,0,0,Disc,50%,Medium,0,0,55,Normal,3 car length,0.4,1
200009,3,1,30y+,university,upper class,0.678795431,1,after 2015,1,1,10238,11000.0,sedan,5,1,3,Disc,70%,High,1,1,70,Normal,3 car length,0.4,0
784462,3,1,30y+,university,upper class,,1,before 2015,1,1,32765,10000.0,sedan,13,1,6,Drum,30%,High,1,0,85,Aggressive,4 car length,0.8,0
792252,2,0,20-29y,university,upper class,0.515246708,1,after 2015,0,1,10238,12000.0,sedan,2,0,1,Disc,70%,Medium,0,1,70,Normal,3 car length,0.7,0
462586,1,1,10-19y,none,working class,0.489920599,1,before 2015,0,1,10238,13000.0,sedan,3,0,1,Drum,10%,Medium,0,0,55,Aggressive,2 car length,0.5,0
577965,3,1,30y+,high school,middle class,0.421957949,1,before 2015,0,1,10238,11000.0,sedan,4,0,6,Drum,90%,Medium,0,0,55,Conservative,2 car length,1.0,0
818248,2,1,20-29y,university,upper class,0.58435485,1,before 2015,0,0,10238,,sedan,1,0,2,Drum,50%,High,1,1,90,Normal,2 car length,0.7,0
491438,0,1,0-9y,none,poverty,,0,before 2015,0,0,10238,9000.0,sedan,0,0,0,Drum,70%,Low,0,0,60,Normal,4 car length,0.7,1
896587,3,0,30y+,high school,upper class,0.55815697,1,after 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,10%,Medium,0,1,90,Aggressive,4 car length,0.7,0
431538,0,1,0-9y,high school,poverty,0.194149548,0,before 2015,1,0,10238,12000.0,sports car,0,0,0,Drum,90%,Low,0,0,40,Normal,2 car length,0.5,1
164516,0,1,0-9y,high school,poverty,0.30049733,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,70%,Low,0,0,70,Normal,1 car length,0.4,1
479577,2,0,20-29y,university,upper class,0.667090692,1,after 2015,1,1,10238,7000.0,sedan,4,0,0,Drum,10%,Medium,0,1,70,Normal,2 car length,0.7,0
395233,2,1,0-9y,high school,upper class,0.613072408,1,before 2015,1,0,10238,,sedan,0,0,0,Drum,50%,High,0,1,40,Normal,4 car length,0.4,1
221838,2,1,10-19y,university,upper class,,1,after 2015,1,0,10238,11000.0,sedan,3,0,2,Disc,10%,Medium,1,0,90,Normal,2 car length,0.4,0
938476,1,1,10-19y,high school,middle class,0.595281763,1,before 2015,1,1,32765,8000.0,sedan,1,0,1,Drum,30%,Medium,0,0,85,Normal,2 car length,0.6,0
112454,1,1,0-9y,none,poverty,0.348235788,0,before 2015,1,1,32765,7000.0,sedan,0,0,0,Drum,10%,High,0,0,85,Normal,3 car length,0.7,1
91246,1,1,10-19y,high school,working class,0.356639671,1,after 2015,1,1,10238,8000.0,sedan,3,0,1,Disc,30%,Medium,1,0,40,Normal,1 car length,0.5,0
2743,1,0,10-19y,none,working class,0.348659127,0,before 2015,1,0,21217,12000.0,sedan,0,0,0,Drum,10%,Medium,0,0,85,Normal,1 car length,0.6,1
248888,2,1,0-9y,high school,middle class,0.559468486,1,before 2015,0,1,32765,12000.0,sedan,0,0,0,Drum,50%,Medium,0,0,40,Normal,4 car length,0.4,1
195523,0,1,0-9y,high school,poverty,0.514483731,0,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,30%,Low,0,0,90,Normal,4 car length,0.7,1
981926,2,0,20-29y,university,upper class,0.562638406,1,after 2015,0,1,10238,13000.0,sedan,2,1,0,Drum,50%,High,0,0,90,Normal,1 car length,0.6,0
593426,2,1,20-29y,university,middle class,0.571724625,1,before 2015,0,1,32765,15000.0,sedan,2,2,1,Drum,50%,Medium,0,0,85,Conservative,4 car length,0.6,0
235574,3,0,30y+,university,upper class,0.651007869,1,after 2015,1,1,10238,12000.0,sedan,5,0,2,Disc,30%,Low,0,1,70,Normal,4 car length,1.0,0
440993,0,1,0-9y,university,working class,0.370734817,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,55,Aggressive,1 car length,0.5,1
446993,0,1,0-9y,high school,poverty,0.305145078,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,85,Aggressive,3 car length,0.7,0
82684,1,1,10-19y,university,upper class,0.574414422,1,before 2015,0,0,32765,,sedan,2,0,5,Drum,30%,Medium,1,1,90,Normal,1 car length,0.7,1
301242,1,0,10-19y,university,middle class,0.450014568,1,before 2015,0,1,10238,13000.0,sedan,1,0,1,Drum,50%,Low,0,0,85,Conservative,4 car length,0.6,0
784122,1,1,10-19y,university,upper class,0.636449096,1,before 2015,1,1,10238,,sedan,0,1,4,Drum,70%,Low,1,0,70,Normal,2 car length,0.7,0
884967,3,1,30y+,university,upper class,0.457671703,0,before 2015,1,1,10238,,sedan,4,0,8,Drum,30%,Medium,0,1,70,Normal,1 car length,0.9,0
7722,1,0,0-9y,high school,poverty,0.335747373,0,before 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,50%,Low,0,0,60,Normal,3 car length,0.6,1
278557,1,0,10-19y,none,poverty,0.318694765,0,before 2015,0,1,32765,,sports car,1,2,0,Drum,50%,Low,0,0,90,Aggressive,3 car length,0.5,0
123443,1,1,10-19y,university,upper class,0.557840327,1,after 2015,1,1,10238,10000.0,sedan,2,0,0,Disc,30%,Low,0,0,85,Normal,2 car length,0.5,0
112143,0,0,0-9y,none,working class,0.192427412,0,before 2015,0,1,32765,11000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Normal,1 car length,0.7,1
912138,1,1,10-19y,university,working class,0.352824325,0,before 2015,1,1,32765,11000.0,sports car,6,1,3,Drum,10%,High,0,0,70,Normal,3 car length,0.7,1
601305,3,0,0-9y,university,upper class,0.647569235,0,after 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Normal,2 car length,0.9,1
602274,0,0,0-9y,high school,middle class,0.457236263,1,after 2015,0,0,92101,10000.0,sedan,0,0,0,Drum,50%,Medium,0,0,90,Aggressive,4 car length,0.5,0
352099,1,1,10-19y,none,middle class,0.504246929,1,before 2015,0,1,10238,13000.0,sedan,0,0,1,Drum,70%,Medium,0,0,55,Aggressive,4 car length,0.5,0
660400,0,1,0-9y,high school,poverty,0.374962501,1,before 2015,0,1,10238,15000.0,sedan,0,0,0,Drum,70%,Low,0,0,40,Conservative,2 car length,0.4,1
267614,0,0,0-9y,university,upper class,0.660315621,1,before 2015,0,1,10238,11000.0,sports car,0,0,0,Drum,10%,Low,0,1,70,Normal,2 car length,0.7,0
974380,2,0,20-29y,high school,upper class,0.416917887,1,before 2015,0,1,32765,12000.0,sedan,3,0,0,Drum,10%,Low,1,0,90,Aggressive,3 car length,0.6,0
346585,1,0,10-19y,high school,upper class,0.635084035,1,before 2015,1,0,10238,17000.0,sedan,0,1,0,Drum,70%,High,1,0,55,Normal,4 car length,0.6,0
536135,1,1,10-19y,high school,middle class,0.404928851,1,before 2015,1,1,92101,11000.0,sedan,2,0,0,Drum,50%,Medium,0,0,90,Normal,2 car length,0.7,0
75569,2,0,20-29y,high school,upper class,0.495628393,0,after 2015,1,0,10238,11000.0,sedan,2,0,0,Disc,70%,Low,0,0,70,Normal,4 car length,0.6,0
415320,0,1,0-9y,none,poverty,0.392177835,0,before 2015,1,0,10238,,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,3 car length,0.5,1
645135,2,0,10-19y,high school,upper class,0.51494505,1,after 2015,1,1,10238,11000.0,sedan,0,0,2,Drum,50%,Low,0,1,90,Normal,2 car length,0.6,0
421596,3,1,30y+,university,upper class,0.503222539,1,after 2015,1,1,10238,9000.0,sedan,6,2,10,Disc,70%,Medium,1,1,90,Normal,3 car length,0.9,0
164636,1,0,10-19y,university,upper class,0.714033903,1,before 2015,1,1,21217,11000.0,sedan,0,0,0,Drum,30%,Low,0,1,85,Normal,4 car length,0.7,1
405100,1,1,10-19y,high school,working class,0.36705124,0,before 2015,1,0,10238,14000.0,sedan,1,0,1,Drum,30%,High,0,0,70,Normal,4 car length,0.6,1
315223,2,0,20-29y,high school,middle class,0.579392904,1,before 2015,0,0,92101,13000.0,sedan,2,0,0,Drum,50%,Low,0,0,70,Conservative,4 car length,0.6,0
628723,2,0,20-29y,high school,middle class,0.558470224,1,before 2015,0,1,10238,10000.0,sedan,1,0,4,Drum,10%,Medium,0,0,40,Normal,2 car length,0.6,0
483693,0,0,0-9y,high school,working class,0.291977658,0,before 2015,0,1,32765,12000.0,sedan,0,0,0,Drum,70%,Low,0,0,85,Normal,4 car length,0.6,1
416795,2,0,20-29y,high school,middle class,0.661584142,1,before 2015,0,1,32765,12000.0,sedan,5,0,0,Drum,30%,Low,0,0,70,Normal,4 car length,0.6,0
712973,0,0,0-9y,none,poverty,0.378829029,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,90%,High,0,0,60,Normal,3 car length,0.4,1
755061,0,0,0-9y,high school,poverty,0.374070559,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,High,0,0,55,Normal,2 car length,0.6,1
625426,2,1,20-29y,university,upper class,,1,before 2015,0,0,10238,13000.0,sedan,3,1,2,Drum,70%,Low,0,0,90,Normal,4 car length,0.7,0
162614,3,1,30y+,university,upper class,0.459378575,1,before 2015,1,1,10238,13000.0,sedan,1,0,5,Drum,30%,Low,0,1,60,Normal,4 car length,0.9,0
732843,2,1,20-29y,university,middle class,,1,before 2015,0,0,10238,15000.0,sedan,2,0,5,Drum,10%,Medium,0,0,70,Conservative,4 car length,0.6,0
466761,2,0,0-9y,university,upper class,0.465450684,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,90%,Low,0,0,70,Normal,2 car length,0.6,0
498232,0,1,0-9y,high school,middle class,0.408686698,1,before 2015,0,1,32765,9000.0,sedan,0,0,0,Drum,70%,Medium,0,0,70,Normal,1 car length,0.7,1
170391,3,0,20-29y,high school,upper class,0.588802139,1,before 2015,1,1,10238,11000.0,sedan,2,0,2,Drum,10%,Medium,0,1,55,Normal,1 car length,1.0,0
918640,2,1,20-29y,high school,upper class,0.615024679,1,before 2015,1,1,32765,7000.0,sedan,3,1,0,Drum,90%,High,1,0,60,Normal,2 car length,0.7,0
937134,3,0,30y+,high school,upper class,,1,before 2015,1,1,32765,8000.0,sedan,2,0,0,Drum,30%,High,0,0,90,Normal,1 car length,1.0,0
273764,2,0,20-29y,university,upper class,0.546460114,1,after 2015,1,1,10238,8000.0,sedan,1,0,1,Drum,50%,Low,1,1,85,Normal,1 car length,0.6,0
418555,1,0,10-19y,none,working class,,1,before 2015,0,0,10238,16000.0,sedan,1,0,1,Drum,90%,High,0,0,90,Conservative,1 car length,0.4,0
344228,3,1,0-9y,university,upper class,0.73799482,1,after 2015,1,0,10238,17000.0,sedan,0,0,0,Disc,10%,Low,1,0,70,Normal,3 car length,0.9,0
809278,2,0,10-19y,none,working class,0.427373364,1,before 2015,0,1,32765,10000.0,sedan,3,0,0,Drum,90%,Low,0,0,70,Conservative,4 car length,0.6,0
68145,0,0,0-9y,high school,poverty,0.412991841,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,90%,Medium,0,0,40,Normal,2 car length,0.7,1
128369,2,1,20-29y,university,upper class,0.695323197,0,before 2015,1,1,32765,7000.0,sedan,3,1,1,Drum,10%,High,0,0,40,Normal,4 car length,0.6,0
194925,0,0,0-9y,high school,poverty,0.291234413,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,60,Normal,3 car length,0.6,1
303507,0,0,0-9y,high school,poverty,0.244133263,0,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,2 car length,0.7,1
244931,3,1,0-9y,university,upper class,0.508274015,1,after 2015,1,1,10238,9000.0,sedan,0,0,0,Disc,10%,Low,0,0,70,Normal,2 car length,0.8,0
570030,0,0,0-9y,none,poverty,0.293258481,1,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,40,Aggressive,3 car length,0.7,0
918038,1,0,10-19y,none,poverty,0.343641719,0,before 2015,0,0,10238,13000.0,sedan,0,1,0,Drum,30%,Low,0,0,40,Aggressive,3 car length,0.5,1
102325,0,0,0-9y,university,poverty,0.50332252,0,before 2015,0,0,10238,15000.0,sports car,0,0,0,Drum,30%,High,0,0,85,Conservative,2 car length,0.7,1
653061,1,0,0-9y,university,upper class,,0,after 2015,0,1,10238,,sedan,0,0,0,Drum,70%,Medium,0,0,55,Conservative,2 car length,0.7,0
706892,2,0,20-29y,university,upper class,0.663051369,1,after 2015,1,1,10238,,sedan,2,0,0,Disc,50%,Medium,1,1,60,Normal,4 car length,0.6,0
761911,2,1,0-9y,none,poverty,0.202708438,0,before 2015,0,1,32765,11000.0,sedan,0,0,0,Drum,90%,Low,0,0,40,Aggressive,4 car length,0.4,1
271656,1,0,10-19y,high school,upper class,0.665343329,1,before 2015,1,1,32765,12000.0,sedan,1,0,0,Drum,30%,Medium,0,0,90,Normal,3 car length,0.6,0
820690,3,1,30y+,university,upper class,0.538623693,1,after 2015,1,1,10238,9000.0,sedan,8,0,5,Disc,50%,High,1,1,70,Normal,3 car length,0.8,0
622930,0,0,0-9y,high school,working class,0.410136705,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,70%,Medium,0,0,40,Aggressive,4 car length,0.5,0
81394,0,1,0-9y,none,poverty,0.313645585,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,High,0,0,70,Normal,4 car length,0.6,0
373844,1,1,0-9y,university,upper class,0.507324136,1,before 2015,0,1,32765,12000.0,sedan,0,0,0,Drum,30%,High,0,1,40,Normal,2 car length,0.7,0
368392,0,1,0-9y,none,poverty,0.209507388,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Aggressive,1 car length,0.7,1
447175,0,0,0-9y,high school,working class,0.490724054,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,Drum,10%,High,0,0,85,Aggressive,2 car length,0.4,1
182095,2,1,20-29y,university,middle class,0.581498674,1,before 2015,1,1,10238,14000.0,sedan,5,0,0,Drum,10%,Low,0,0,70,Normal,3 car length,0.5,0
451696,1,0,0-9y,high school,upper class,0.685035951,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,70,Conservative,1 car length,0.4,1
953021,1,1,0-9y,university,middle class,0.473931649,1,after 2015,0,1,10238,,sedan,0,0,0,Disc,90%,Medium,1,0,85,Aggressive,1 car length,0.7,0
462465,0,1,0-9y,high school,working class,,0,before 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,70%,Low,0,0,85,Conservative,4 car length,0.7,1
617007,2,1,10-19y,university,upper class,0.512846136,1,after 2015,1,1,10238,10000.0,sedan,4,0,2,Drum,90%,High,1,1,55,Normal,1 car length,0.6,0
560773,2,1,10-19y,university,upper class,0.662461756,1,after 2015,1,0,10238,13000.0,sedan,1,0,1,Disc,90%,Medium,1,0,85,Normal,4 car length,0.4,0
438008,2,0,20-29y,high school,upper class,0.556413315,1,before 2015,0,0,10238,17000.0,sedan,1,0,4,Drum,10%,Low,1,0,60,Normal,2 car length,0.5,0
212573,0,0,0-9y,high school,poverty,0.267346659,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Conservative,2 car length,0.7,0
492516,3,0,30y+,university,upper class,0.809411259,1,before 2015,1,1,10238,9000.0,sedan,5,0,4,Drum,30%,High,1,1,90,Normal,3 car length,0.8,0
538225,0,0,0-9y,none,poverty,0.367943548,0,after 2015,1,1,10238,11000.0,sedan,0,0,0,Disc,10%,Medium,0,0,90,Normal,3 car length,0.5,0
658402,3,0,30y+,university,upper class,0.503354711,0,before 2015,0,1,10238,11000.0,sedan,5,0,3,Drum,10%,High,0,1,90,Conservative,2 car length,0.9,0
325516,3,0,0-9y,none,middle class,0.534287706,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,Drum,30%,High,0,0,55,Normal,4 car length,0.8,0
200283,0,0,0-9y,university,middle class,,0,before 2015,0,1,32765,10000.0,sports car,0,0,0,Drum,90%,High,0,0,85,Aggressive,3 car length,0.6,0
913707,0,0,0-9y,high school,middle class,,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,Medium,0,0,85,Conservative,2 car length,0.4,1
905750,2,1,20-29y,none,middle class,0.449011776,1,before 2015,1,1,32765,7000.0,sedan,7,0,1,Drum,50%,Low,0,0,40,Normal,4 car length,0.7,1
107029,2,1,20-29y,university,upper class,0.803252342,1,before 2015,0,1,10238,10000.0,sedan,2,0,3,Drum,70%,High,0,0,60,Conservative,1 car length,0.6,0
304803,1,0,0-9y,high school,middle class,,1,before 2015,1,1,32765,8000.0,sports car,0,0,0,Drum,70%,High,0,0,70,Normal,2 car length,0.5,0
124204,0,0,0-9y,none,poverty,0.186185115,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,10%,Medium,0,0,85,Conservative,2 car length,0.4,1
781586,2,0,10-19y,university,upper class,,1,after 2015,1,0,10238,13000.0,sedan,0,1,0,Disc,70%,Low,0,0,85,Normal,4 car length,0.4,0
644662,1,1,10-19y,high school,working class,0.315129356,0,before 2015,0,0,32765,,sedan,2,0,1,Drum,70%,Medium,0,0,60,Aggressive,4 car length,0.7,0
903407,0,1,0-9y,none,poverty,,0,before 2015,0,1,32765,12000.0,sedan,0,0,0,Drum,30%,Medium,0,0,55,Aggressive,1 car length,0.5,0
968669,3,0,30y+,university,upper class,0.483638012,1,after 2015,1,1,32765,9000.0,sedan,4,1,2,Drum,70%,Low,0,0,70,Normal,3 car length,1.0,0
993267,1,0,10-19y,high school,poverty,0.385874101,1,before 2015,0,0,10238,14000.0,sedan,0,1,0,Drum,10%,High,0,0,85,Normal,2 car length,0.4,0
423938,3,1,30y+,high school,upper class,0.634372502,1,after 2015,1,0,32765,11000.0,sedan,11,1,5,Drum,30%,Low,0,0,85,Aggressive,1 car length,0.7,0
125168,0,1,0-9y,high school,working class,0.362174119,1,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Aggressive,4 car length,0.4,1
175635,1,0,10-19y,high school,poverty,,0,before 2015,1,1,32765,5000.0,sedan,0,2,3,Drum,50%,High,0,0,85,Normal,4 car length,0.6,1
525386,3,0,10-19y,university,upper class,0.692883636,1,before 2015,1,1,10238,10000.0,sedan,2,0,1,Drum,50%,High,0,0,90,Normal,2 car length,1.0,0
500215,3,0,30y+,high school,upper class,0.577702853,1,before 2015,0,1,10238,11000.0,sedan,2,0,3,Drum,50%,High,1,1,90,Conservative,3 car length,1.0,0
572994,2,1,20-29y,university,upper class,0.664065014,1,after 2015,1,1,10238,11000.0,sedan,0,1,1,Drum,30%,Medium,0,0,70,Normal,4 car length,0.5,0
58735,2,1,20-29y,high school,upper class,0.489702406,0,after 2015,0,0,10238,,sedan,3,0,1,Disc,10%,Low,1,0,55,Normal,4 car length,0.5,0
319953,1,0,0-9y,none,poverty,0.282869481,0,before 2015,1,0,10238,13000.0,sports car,0,0,0,Drum,70%,Medium,0,0,90,Normal,3 car length,0.4,1
487355,2,1,0-9y,high school,working class,0.431700412,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,3 car length,0.4,1
232470,0,1,0-9y,university,poverty,0.126453431,1,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,30%,Medium,0,0,85,Aggressive,3 car length,0.5,1
565198,0,1,0-9y,none,poverty,0.28599761,0,before 2015,0,1,10238,12000.0,sedan,0,0,0,Drum,70%,Low,0,0,70,Aggressive,4 car length,0.5,1
371727,1,1,10-19y,university,upper class,0.543007443,1,after 2015,0,1,10238,15000.0,sedan,1,0,1,Disc,70%,Low,1,1,70,Aggressive,2 car length,0.5,0
165944,1,1,10-19y,high school,middle class,0.370656785,1,before 2015,0,1,32765,,sedan,6,0,1,Drum,70%,Medium,0,0,70,Normal,1 car length,0.7,0
532459,0,0,0-9y,high school,poverty,,0,before 2015,0,0,10238,18000.0,sports car,0,0,0,Drum,30%,Low,0,0,55,Normal,3 car length,0.5,0
613091,3,0,20-29y,high school,upper class,0.791710111,1,after 2015,1,1,32765,11000.0,sedan,5,0,2,Disc,50%,Medium,0,0,40,Normal,4 car length,0.6,0
88882,1,0,10-19y,high school,working class,0.471796309,0,before 2015,1,1,10238,5000.0,sedan,0,0,2,Drum,10%,High,0,0,85,Normal,4 car length,0.7,0
187197,1,1,10-19y,university,upper class,,0,before 2015,1,0,10238,12000.0,sedan,0,0,0,Drum,90%,High,1,1,70,Normal,1 car length,0.7,0
351757,1,0,10-19y,none,working class,0.62863315,0,before 2015,1,1,21217,9000.0,sedan,0,1,2,Drum,30%,Medium,0,0,90,Normal,1 car length,0.5,1
735929,0,1,0-9y,high school,poverty,0.344818056,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,Drum,50%,High,0,0,70,Conservative,4 car length,0.6,1
224890,2,1,20-29y,high school,upper class,0.547822591,1,before 2015,0,0,10238,15000.0,sports car,5,0,1,Drum,90%,Medium,1,0,55,Normal,3 car length,0.4,0
864601,0,1,0-9y,high school,poverty,0.339864835,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,30%,High,0,0,60,Aggressive,2 car length,0.6,1
485798,0,0,0-9y,high school,poverty,0.289787144,0,after 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,70%,High,0,0,60,Normal,1 car length,0.4,0
733833,0,1,0-9y,university,middle class,0.597934786,1,before 2015,1,1,92101,13000.0,sedan,0,0,0,Drum,10%,Low,0,0,55,Normal,2 car length,0.7,1
750465,1,0,0-9y,none,working class,0.369293079,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Conservative,4 car length,0.6,1
660556,3,1,30y+,none,working class,0.417125037,1,before 2015,1,1,10238,9000.0,sedan,6,1,6,Drum,10%,Low,0,0,55,Normal,4 car length,0.8,0
28109,2,1,20-29y,university,upper class,0.570277671,1,before 2015,1,0,32765,7000.0,sedan,5,1,4,Drum,90%,Medium,1,0,85,Normal,1 car length,0.5,0
219960,2,0,20-29y,high school,middle class,0.534048338,1,before 2015,0,0,10238,16000.0,sports car,1,0,0,Drum,70%,Medium,0,0,90,Aggressive,4 car length,0.5,1
252894,2,1,20-29y,university,upper class,,0,after 2015,1,1,32765,11000.0,sedan,5,0,0,Disc,10%,Low,1,1,85,Normal,3 car length,0.4,0
76297,2,1,0-9y,university,upper class,0.596828006,1,after 2015,1,1,92101,13000.0,sedan,0,0,0,Disc,90%,High,0,0,55,Normal,4 car length,0.7,0
763891,3,0,30y+,university,upper class,0.640948803,1,after 2015,1,1,10238,,sedan,2,1,4,Disc,50%,Medium,1,1,40,Normal,4 car length,0.6,0
403707,2,0,20-29y,high school,middle class,0.586062751,0,before 2015,0,1,32765,13000.0,sports car,2,1,0,Drum,90%,High,0,0,90,Normal,2 car length,0.6,0
